Name,gene,locus_tag,Stationary rep1,Stationary rep2,Stationary rep3,3h fresh media rep1,3h fresh media rep2,3h fresh media rep3,3h queueing rep1,3h queueing rep2,3h queueing rep3,3h amp media rep1,3h amp media rep2,3h amp media rep3,3h queueing amp rep1,3h queueing amp rep2,3h queueing amp rep3,6h amp media rep1,6h amp media rep2,6h amp media rep3
yifB CDS,yifB,b3765,7,11,14.5,2799,1883.5,155,50,1210,301,1072,2013.5,473.5,551.5,305.5,238.5,52.5,59.5,63.5
yifK CDS,yifK,b3795,26,4,26,3432,1892,2231,170,1336,1681,1469,3399,2497,745,1688,1706,233,264,282
yifL CDS,yifL,b4558,3.5,2,4,917.5,424.5,2528.5,380,371.5,3278,550,1636,4251,635.5,3453.5,3334,304,431.5,461.5
yifN CDS,yifN,b3777,0,9,5,746,660,56,44,281,120,170,303,192,177,142,105,24,16,33
yigA CDS,yigA,b3810,4,5,12.5,2754,1357.5,6462,808.5,1225,4878.5,1393.5,4295,8867.5,1482,6808,8196,666,706.5,1050.5
yigB CDS,yigB,b3812,2,4.5,9.5,2281,1120,3345.5,602.5,1024,1920.5,1472.5,2952.5,3942.5,978,3217,4226.5,262,317,555
yigE CDS,yigE,b4482,2,4,11,1910,1141.5,672.5,180,971.5,661.5,810,1414.5,1166.5,517,852,1234,36,42.5,89
yigF CDS,yigF,b3817,0,0,0.5,72.5,83,107.5,30.5,58,95,26.5,187,275,52.5,111.5,81.5,23.5,17.5,39.5
yigG CDS,yigG,b3818,1,0.5,1.5,84,83.5,19.5,11.5,57,17,38.5,102,124.5,17,31,8.5,11,23,25.5
yigI CDS,yigI,b3820,11,2,11,1052,671,561.5,63,490,643.5,350,1094.5,948.5,268.5,640.5,432,111,71,99
yigL CDS,yigL,b3826,6.5,4.5,11,1905,1073.5,1487.5,175.5,697.5,1160,680,2129.5,2310,573.5,1731.5,1354.5,92.5,114,120.5
yigZ CDS,yigZ,b3848,12.5,8,13.5,2218.5,1116,1488.5,182,905.5,1337,888.5,3163,2927.5,561.5,1930.5,2198,138.5,111,158.5
yihA CDS,yihA,b3865,2,4,10,1288,913,3026,255,656,2047,550,1944,3050,525,2447,1706,426,323,479
yihD CDS,yihD,b3858,4,0,3.5,454,257,260,45,227.5,386.5,286.5,772.5,590,143,441,281.5,71.5,64.5,114.5
yihF CDS,yihF,b3861,2,9,4,1426,1154,31,28.5,661.5,47.5,493.5,754.5,161,303.5,89.5,51.5,10,10.5,14
yihG CDS,yihG,b3862,0,0,2,957,614,53,65.5,360.5,52.5,305.5,517.5,199,209.5,132.5,117.5,11,26.5,29
yihI CDS,yihI,b3866,22,12,10,1275,760,1561,272,558,1943,403,1371,2366,370,1693,1641,282,204,220
yihL CDS,yihL,b3872,2,0,4.5,1053.5,859.5,121,21,444.5,107.5,556,1136,220,214,117,109,19,16.5,16
yihM CDS,yihM,b3873,3,0,0.5,728,641,120,14,362.5,94.5,285,440.5,169.5,225,87,86,11,21.5,26
yihN CDS,yihN,b3874,2,4,8,1396,946.5,20,5,601.5,27.5,482.5,759,112.5,277,65.5,45,6,15,12
yihO CDS,yihO,b3876,4.5,3,7,1656.5,1204.5,7,15,763,35,807.5,1016.5,140,285.5,78,12,9,5,6
yihP CDS,yihP,b3877,7,4.5,22.5,3319,2101,59.5,37.5,1564,122,1318,3335,358.5,543.5,294.5,124,34.5,30,39.5
yihQ CDS,yihQ,b3878,18.5,17.5,38.5,5148,3028.5,56.5,24,1877,110,1451.5,2534.5,294,792,189.5,62,20.5,27,27
yihR CDS,yihR,b3879,4,10,17,1262.5,884.5,25,4,662.5,50.5,516,891.5,123,258.5,47,24,5,13,3
yihS CDS,yihS,b3880,8,0,18,2249,1506.5,248,61.5,931,347.5,785.5,1539,490,434.5,278.5,240,43.5,57,49
yihT CDS,yihT,b3881,4.5,4,15.5,1934.5,1278.5,132,18.5,900.5,153.5,744.5,1434.5,242,336,169,109,14,47,20
yihU CDS,yihU,b3882,4.5,10,4.5,1838,1026.5,99,16,604,108.5,544,1334,150,270,140.5,85,12.5,9,18
yihV CDS,yihV,b3883,16,4,7.5,1949,1056,360.5,34.5,792,323.5,640.5,1403,472.5,326,350,316,73,72,64.5
yihW CDS,yihW,b3884,12,10,18.5,2089.5,1248,647,43.5,840.5,680,770.5,1607,739,465.5,598.5,376,222.5,215,224.5
yihX CDS,yihX,b3885,3,7,12,1605,954.5,920.5,133,529.5,1391.5,530,1331,1645,518,963,652.5,304.5,326,336
yihY CDS,yihY,b3886,28,27,10.5,1533.5,895,828,162.5,577,815,562.5,1528.5,1122.5,482.5,818.5,669.5,147,176.5,188.5
yiiD CDS,yiiD,b3888,19,26,28,2724,1499.5,3473.5,345,1008.5,3142,1270,3629,3455.5,797,2800.5,2851,287.5,262,336.5
yiiE CDS,yiiE,b3889,0,1,2,82,68,10,5,84,23,44,122,50,33,25,17,1,2,2
yiiF CDS,yiiF,b3890,1,4,3,481,329,80,17,257,93,276,439,170,114,112,97,25,13,15
yiiG CDS,yiiG,b3896,0,0,14,1742,1030,49,17.5,700,70,512,870,210,353,106,66.5,20,3,6
yiiM CDS,yiiM,b3910,119.5,41,41.5,2630.5,1425.5,2616,150,921,1771.5,949.5,2820.5,3067.5,806.5,2062.5,2080.5,403.5,418.5,418.5
yiiQ CDS,yiiQ,b3920,2.5,7,12.5,1181.5,773,400,107.5,493.5,376.5,424.5,719.5,844.5,380,564,447.5,39.5,72.5,75
yiiR CDS,yiiR,b3921,2.5,3,11,587,401,136,56,269.5,185,232.5,410.5,381.5,181.5,172,151,45,50.5,39
yiiS CDS,yiiS,b3922,0,4.5,5.5,453.5,275.5,182,63.5,137.5,512.5,137,247,577,116,317.5,216.5,31.5,27.5,41
yiiX CDS,yiiX,b3937,5,9,10.5,1131,761,599,117.5,568.5,558,577.5,894,770.5,324.5,574.5,500.5,91,96,95.5
yijD CDS,yijD,b3964,6.5,10.5,4.5,806.5,526.5,2971.5,344.5,439.5,3002,383,1842.5,4187.5,615,3183,2117.5,624,591,648.5
yijE CDS,yijE,b3943,14.5,7,38,5020.5,1731.5,20982.5,4107.5,1123,30317,3338,17722.5,51110,3273,37900,48694.5,174.5,218,97.5
yijF CDS,yijF,b3944,3.5,1,13,1259,1055,1774,581,657.5,2301,868.5,1950.5,6000,622.5,4335.5,6186,51.5,34.5,41
yijO CDS,yijO,b3954,7,5,6,1457,1118,194.5,109.5,614.5,265.5,577,1022.5,502,341,309.5,277,33,73,77
yjaA CDS,yjaA,b4011,5.5,2,2,679.5,291.5,75,26.5,196,122,258.5,258.5,157.5,116,169.5,114.5,39,19.5,34
yjaB CDS,yjaB,b4012,8.5,1,2,758.5,358.5,197,24.5,182,233,258.5,332.5,277.5,122,195.5,184.5,19,39.5,42
yjaG CDS,yjaG,b3999,5.5,0,9.5,1431.5,872.5,1528,247,673.5,1511.5,542.5,1937.5,2944.5,522,2258,2238,119,101,160
yjaH CDS,yjaH,b4001,0,3.5,13,1118.5,631.5,572.5,92.5,459,845.5,503.5,1306.5,1444,355.5,994.5,799,69.5,88,94.5
yjaZ CDS,yjaZ,b3989,4,0,4,466,305,228,168,286,252,181,273,515,272,328,327,44,43,69
yjbB CDS,yjbB,b4020,21,18,35,3980,2549.5,895,78.5,1581,938.5,1526,2311.5,1182,770.5,756,596.5,91,107,134.5
yjbD CDS,yjbD,b4023,0,1,1,575,309,104.5,86,281.5,200.5,221,302.5,460.5,148.5,289,278,30.5,23,53.5
yjbE CDS,yjbE,b4026,2,0,2,701.5,390,136.5,7,199,195,275,458.5,261,96.5,147,271,28914.5,27422,31068
yjbF CDS,yjbF,b4027,5.5,2,10,1357.5,837,124,10,412,344.5,540,815,484,220,454,584,1634.5,1960.5,2832.5
yjbG CDS,yjbG,b4028,6.5,0,12,2746.5,1210.5,99.5,6,872.5,241,917,1528,385,390,349,569,1139,1466.5,2002
yjbH CDS,yjbH,b4029,8,8,31,3960,2243.5,194.5,54.5,1529,506,1414,2233.5,850,686,503,686,1380,1834.5,2648
yjbI CDS,yjbI,b4038,0,0,4,183,169,11,11,119,29,77,292,658,53,142,234,10,10,11
yjbJ CDS,yjbJ,b4045,6,6,6,399.5,494,312,91.5,463,638.5,114.5,1544.5,2060,198.5,1299.5,1475,1098,950,1112.5
yjbL CDS,yjbL,b4047,0,0,0,26.5,17.5,3,1,24.5,12.5,10.5,79,175.5,6,41.5,78.5,0,0,1.5
yjbM CDS,yjbM,b4048,2,0,0,112.5,144.5,6,7,118.5,10.5,54.5,133,228.5,35,48.5,114.5,8,1,1.5
yjbQ CDS,yjbQ,b4056,26,7,9.5,1177,562.5,1213.5,191,310,1370.5,409.5,1081,2223,348.5,1672.5,1296,49,43,54.5
yjbR CDS,yjbR,b4057,11.5,7,10,1028.5,566.5,688.5,110.5,410,1127.5,438,1231.5,2103,298,1433,1216.5,68,73.5,78
yjbS CDS,yjbS,b4621,0,0,0,23,16,3,0,17,0,4,18,132,3,16,18,0,2,1
